From	Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Subcellular location [CC]	Gene Ontology (cellular component)
Q96KG7	Q96KG7	reviewed	MEG10_HUMAN	Multiple epidermal growth factor-like domains protein 10 (Multiple EGF-like domains protein 10)	MEGF10 KIAA1780	Homo sapiens (Human)	SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:27170117}; Single-pass type I membrane protein. Cell projection, phagocytic cup {ECO:0000269|PubMed:17205124}. Note=Enriched at the sites of contact with apoptotic thymocyte cells (PubMed:17205124). Forms an irregular, mosaic-like adhesion pattern in region of the cell surface that becomes firmely fixed to the substrate. Expressed at the cell surface in clusters around cell corpses during engulfment. During the engulfment of apoptotic thymocytes, recruited at the bottom of the forming phagocytic cup (PubMed:17498693). Colocalizes with ABCA1 in absence of any phagocytic challenge (PubMed:17205124). Does not localize within lamellipodia (PubMed:17498693). Does not localize with MEGF11 (PubMed:17498693). {ECO:0000269|PubMed:17205124, ECO:0000269|PubMed:17498693}.	cell projection [GO:0042995]; phagocytic cup [GO:0001891]; plasma membrane [GO:0005886]
Q99435	Q99435	reviewed	NELL2_HUMAN	Protein kinase C-binding protein NELL2 (NEL-like protein 2) (Nel-related protein 2)	NELL2 NRP2	Homo sapiens (Human)	SUBCELLULAR LOCATION: Secreted {ECO:0000250|UniProtKB:Q62918}.	cytoplasm [GO:0005737]; extracellular region [GO:0005576]
Q99685	Q99685	reviewed	MGLL_HUMAN	Monoglyceride lipase (MGL) (EC 3.1.1.23) (HU-K5) (Lysophospholipase homolog) (Lysophospholipase-like) (Monoacylglycerol lipase) (MAGL)	MGLL	Homo sapiens (Human)	SUBCELLULAR LOCATION: Cytoplasm, cytosol {ECO:0000250|UniProtKB:O35678}. Membrane {ECO:0000250|UniProtKB:O35678}; Peripheral membrane protein {ECO:0000250|UniProtKB:O35678}.	cytosol [GO:0005829]; endoplasmic reticulum membrane [GO:0005789]; extrinsic component of membrane [GO:0019898]; membrane [GO:0016020]; nucleoplasm [GO:0005654]; plasma membrane [GO:0005886]
Q9BU40	Q9BU40	reviewed	CRDL1_HUMAN	Chordin-like protein 1 (Neuralin-1) (Neurogenesin-1) (Ventroptin)	CHRDL1 NRLN1	Homo sapiens (Human)	SUBCELLULAR LOCATION: Secreted {ECO:0000305}.	endoplasmic reticulum lumen [GO:0005788]; extracellular region [GO:0005576]; plasma membrane [GO:0005886]; synapse [GO:0045202]
Q9H008	Q9H008	reviewed	LHPP_HUMAN	Phospholysine phosphohistidine inorganic pyrophosphate phosphatase (hLHPP) (EC 3.1.3.-) (EC 3.6.1.1)	LHPP	Homo sapiens (Human)	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:16430861}. Nucleus {ECO:0000269|PubMed:16430861}.	cytosol [GO:0005829]; nuclear speck [GO:0016607]; nucleus [GO:0005634]
Q9HC38	Q9HC38	reviewed	GLOD4_HUMAN	Glyoxalase domain-containing protein 4	GLOD4 C17orf25 CGI-150 My027	Homo sapiens (Human)	SUBCELLULAR LOCATION: Mitochondrion {ECO:0000305|PubMed:12897971}.	extracellular exosome [GO:0070062]; mitochondrion [GO:0005739]
Q9NR12	Q9NR12	reviewed	PDLI7_HUMAN	PDZ and LIM domain protein 7 (LIM mineralization protein) (LMP) (Protein enigma)	PDLIM7 ENIGMA	Homo sapiens (Human)	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250}. Cytoplasm, cytoskeleton {ECO:0000250}. Note=Colocalizes with RET to the cell periphery and in some cytoskeletal components. Colocalizes with TPM2 near the Z line in muscle. Colocalizes with TBX4 and TBX5 to actin filaments (By similarity). {ECO:0000250}.	actin cytoskeleton [GO:0015629]; adherens junction [GO:0005912]; cytosol [GO:0005829]; filamentous actin [GO:0031941]; focal adhesion [GO:0005925]; nucleoplasm [GO:0005654]; ruffle [GO:0001726]; stress fiber [GO:0001725]; Z disc [GO:0030018]
Q9NZC2	Q9NZC2	reviewed	TREM2_HUMAN	Triggering receptor expressed on myeloid cells 2 (TREM-2) (Triggering receptor expressed on monocytes 2)	TREM2	Homo sapiens (Human)	SUBCELLULAR LOCATION: [Isoform 1]: Cell membrane {ECO:0000269|PubMed:24078628, ECO:0000269|PubMed:24990881, ECO:0000269|PubMed:25615530, ECO:0000269|PubMed:27589997, ECO:0000269|PubMed:27995897, ECO:0000269|PubMed:28768830, ECO:0000269|PubMed:28855300, ECO:0000269|PubMed:28855301}; Single-pass type I membrane protein {ECO:0000255}.; SUBCELLULAR LOCATION: [Isoform 2]: Secreted {ECO:0000305}.; SUBCELLULAR LOCATION: [Isoform 3]: Secreted {ECO:0000305}.	extracellular region [GO:0005576]; membrane [GO:0016020]; plasma membrane [GO:0005886]; plasma membrane raft [GO:0044853]
Q9UII2	Q9UII2	reviewed	ATIF1_HUMAN	ATPase inhibitor, mitochondrial (ATP synthase F1 subunit epsilon) (Inhibitor of F(1)F(o)-ATPase) (IF(1)) (IF1)	ATP5IF1 ATPI ATPIF1	Homo sapiens (Human)	SUBCELLULAR LOCATION: Mitochondrion {ECO:0000269|PubMed:12110673}.	cell surface [GO:0009986]; mitochondrion [GO:0005739]; protein-containing complex [GO:0032991]
Q9UJA9	Q9UJA9	reviewed	ENPP5_HUMAN	Ectonucleotide pyrophosphatase/phosphodiesterase family member 5 (E-NPP 5) (NPP-5) (EC 3.1.-.-)	ENPP5 UNQ550/PRO1107	Homo sapiens (Human)	SUBCELLULAR LOCATION: Secreted {ECO:0000305}. Membrane {ECO:0000305}; Single-pass membrane protein {ECO:0000305}.	extracellular region [GO:0005576]; plasma membrane [GO:0005886]
Q9UJU6	Q9UJU6	reviewed	DBNL_HUMAN	Drebrin-like protein (Cervical SH3P7) (Cervical mucin-associated protein) (Drebrin-F) (HPK1-interacting protein of 55 kDa) (HIP-55) (SH3 domain-containing protein 7)	DBNL CMAP SH3P7 PP5423	Homo sapiens (Human)	SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton {ECO:0000250|UniProtKB:Q62418}. Cell projection, lamellipodium {ECO:0000250|UniProtKB:Q62418}. Cell projection, ruffle {ECO:0000250|UniProtKB:Q62418}. Cytoplasm, cell cortex {ECO:0000250|UniProtKB:Q62418}. Cytoplasm, cytosol {ECO:0000250|UniProtKB:Q9JHL4}. Synapse {ECO:0000250|UniProtKB:Q62418}. Perikaryon {ECO:0000250|UniProtKB:Q62418}. Cell projection, neuron projection {ECO:0000250|UniProtKB:Q62418}. Cell membrane {ECO:0000269|PubMed:14729663}; Peripheral membrane protein {ECO:0000250|UniProtKB:Q62418}; Cytoplasmic side {ECO:0000250|UniProtKB:Q62418}. Cytoplasmic vesicle, clathrin-coated vesicle membrane {ECO:0000250|UniProtKB:Q62418}; Peripheral membrane protein {ECO:0000250|UniProtKB:Q62418}; Cytoplasmic side {ECO:0000250|UniProtKB:Q62418}. Golgi apparatus membrane {ECO:0000250|UniProtKB:Q62418}; Peripheral membrane protein {ECO:0000250|UniProtKB:Q62418}; Cytoplasmic side {ECO:0000250|UniProtKB:Q62418}. Cell projection, podosome {ECO:0000250|UniProtKB:Q62418}. Early endosome {ECO:0000269|PubMed:14729663}. Cell projection, dendrite {ECO:0000250|UniProtKB:Q9JHL4}. Postsynaptic density {ECO:0000250|UniProtKB:Q9JHL4}. Note=Associates with lamellipodial actin and membrane ruffles. Colocalizes with actin and cortactin at podosome dots and podosome rosettes. {ECO:0000250|UniProtKB:Q62418, ECO:0000250|UniProtKB:Q9JHL4}.	anchoring junction [GO:0070161]; cell cortex [GO:0005938]; clathrin-coated vesicle membrane [GO:0030665]; cortical actin cytoskeleton [GO:0030864]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; dendrite [GO:0030425]; early endosome [GO:0005769]; extracellular exosome [GO:0070062]; extracellular region [GO:0005576]; ficolin-1-rich granule lumen [GO:1904813]; glutamatergic synapse [GO:0098978]; Golgi membrane [GO:0000139]; intracellular membrane-bounded organelle [GO:0043231]; lamellipodium [GO:0030027]; perikaryon [GO:0043204]; plasma membrane [GO:0005886]; podosome [GO:0002102]; postsynaptic density [GO:0014069]; postsynaptic membrane [GO:0045211]; presynapse [GO:0098793]; ruffle [GO:0001726]; secretory granule lumen [GO:0034774]; site of polarized growth [GO:0030427]; tertiary granule lumen [GO:1904724]
Q9UKU9	Q9UKU9	reviewed	ANGL2_HUMAN	Angiopoietin-related protein 2 (Angiopoietin-like protein 2)	ANGPTL2 ARP2 UNQ170/PRO196	Homo sapiens (Human)	SUBCELLULAR LOCATION: Secreted.	collagen-containing extracellular matrix [GO:0062023]; extracellular exosome [GO:0070062]; extracellular space [GO:0005615]
Q9Y3D6	Q9Y3D6	reviewed	FIS1_HUMAN	Mitochondrial fission 1 protein (FIS1 homolog) (hFis1) (Tetratricopeptide repeat protein 11) (TPR repeat protein 11)	FIS1 TTC11 CGI-135	Homo sapiens (Human)	SUBCELLULAR LOCATION: Mitochondrion outer membrane; Single-pass membrane protein. Peroxisome membrane; Single-pass membrane protein.	cytosol [GO:0005829]; endoplasmic reticulum [GO:0005783]; membrane [GO:0016020]; mitochondrial outer membrane [GO:0005741]; mitochondrion [GO:0005739]; peroxisomal membrane [GO:0005778]; peroxisome [GO:0005777]; protein-containing complex [GO:0032991]
O75888	O75888	reviewed	TNF13_HUMAN	Tumor necrosis factor ligand superfamily member 13 (A proliferation-inducing ligand) (APRIL) (TNF- and APOL-related leukocyte expressed ligand 2) (TALL-2) (TNF-related death ligand 1) (TRDL-1) (CD antigen CD256)	TNFSF13 APRIL TALL2 ZTNF2 UNQ383/PRO715	Homo sapiens (Human)	SUBCELLULAR LOCATION: Secreted {ECO:0000269|PubMed:11571266}.	cytoplasm [GO:0005737]; cytosol [GO:0005829]; extracellular exosome [GO:0070062]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; membrane [GO:0016020]; nucleoplasm [GO:0005654]
P01133	P01133	reviewed	EGF_HUMAN	Pro-epidermal growth factor (EGF) [Cleaved into: Epidermal growth factor (Urogastrone)]	EGF	Homo sapiens (Human)	SUBCELLULAR LOCATION: Membrane; Single-pass type I membrane protein.	clathrin-coated endocytic vesicle membrane [GO:0030669]; extracellular exosome [GO:0070062]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; lysosomal membrane [GO:0005765]; plasma membrane [GO:0005886]; platelet alpha granule lumen [GO:0031093]
P09326	P09326	reviewed	CD48_HUMAN	CD48 antigen (B-lymphocyte activation marker BLAST-1) (BCM1 surface antigen) (Leukocyte antigen MEM-102) (SLAM family member 2) (SLAMF2) (Signaling lymphocytic activation molecule 2) (TCT.1) (CD antigen CD48)	CD48 BCM1 BLAST1	Homo sapiens (Human)	SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:1999351, ECO:0000269|PubMed:9041467}; Lipid-anchor, GPI-anchor {ECO:0000269|PubMed:1999351}. Secreted {ECO:0000269|PubMed:9418191}.	external side of plasma membrane [GO:0009897]; extracellular exosome [GO:0070062]; membrane [GO:0016020]; membrane raft [GO:0045121]; plasma membrane [GO:0005886]
P15260	P15260	reviewed	INGR1_HUMAN	Interferon gamma receptor 1 (IFN-gamma receptor 1) (IFN-gamma-R1) (CDw119) (Interferon gamma receptor alpha-chain) (IFN-gamma-R-alpha) (CD antigen CD119)	IFNGR1	Homo sapiens (Human)	SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:10811850, ECO:0000269|PubMed:28883123}; Single-pass type I membrane protein {ECO:0000255}.	plasma membrane [GO:0005886]
P21860	P21860	reviewed	ERBB3_HUMAN	Receptor tyrosine-protein kinase erbB-3 (EC 2.7.10.1) (Proto-oncogene-like protein c-ErbB-3) (Tyrosine kinase-type cell surface receptor HER3)	ERBB3 HER3	Homo sapiens (Human)	SUBCELLULAR LOCATION: [Isoform 1]: Cell membrane {ECO:0000269|PubMed:33497358}; Single-pass type I membrane protein.; SUBCELLULAR LOCATION: [Isoform 2]: Secreted.	apical plasma membrane [GO:0016324]; basal plasma membrane [GO:0009925]; basolateral plasma membrane [GO:0016323]; ERBB3:ERBB2 complex [GO:0038143]; extracellular space [GO:0005615]; lateral plasma membrane [GO:0016328]; plasma membrane [GO:0005886]; receptor complex [GO:0043235]
Q9NQ30	Q9NQ30	reviewed	ESM1_HUMAN	Endothelial cell-specific molecule 1 (ESM-1)	ESM1	Homo sapiens (Human)	SUBCELLULAR LOCATION: Secreted.	extracellular region [GO:0005576]
O14904	O14904	reviewed	WNT9A_HUMAN	Protein Wnt-9a (Protein Wnt-14)	WNT9A WNT14	Homo sapiens (Human)	SUBCELLULAR LOCATION: Secreted, extracellular space, extracellular matrix {ECO:0000305}. Secreted {ECO:0000269|PubMed:26902720}.	extracellular region [GO:0005576]; extracellular space [GO:0005615]
O43521-2	O43521	reviewed	B2L11_HUMAN	Bcl-2-like protein 11 (Bcl2-L-11) (Bcl2-interacting mediator of cell death)	BCL2L11 BIM	Homo sapiens (Human)	SUBCELLULAR LOCATION: Endomembrane system {ECO:0000250}; Peripheral membrane protein {ECO:0000250}. Note=Associated with intracytoplasmic membranes. {ECO:0000250}.; SUBCELLULAR LOCATION: [Isoform BimEL]: Mitochondrion. Note=Translocates from microtubules to mitochondria on loss of cell adherence.; SUBCELLULAR LOCATION: [Isoform BimL]: Mitochondrion.; SUBCELLULAR LOCATION: [Isoform BimS]: Mitochondrion.; SUBCELLULAR LOCATION: [Isoform Bim-alpha1]: Mitochondrion.	Bcl-2 family protein complex [GO:0097136]; BIM-BCL-2 complex [GO:0097141]; BIM-BCL-xl complex [GO:0097140]; cytosol [GO:0005829]; endomembrane system [GO:0012505]; extrinsic component of membrane [GO:0019898]; mitochondrial outer membrane [GO:0005741]; mitochondrion [GO:0005739]
O95644	O95644	reviewed	NFAC1_HUMAN	Nuclear factor of activated T-cells, cytoplasmic 1 (NF-ATc1) (NFATc1) (NFAT transcription complex cytosolic component) (NF-ATc) (NFATc)	NFATC1 NFAT2 NFATC	Homo sapiens (Human)	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:16511445}. Nucleus {ECO:0000269|PubMed:16511445}. Note=Cytoplasmic for the phosphorylated form and nuclear after activation that is controlled by calcineurin-mediated dephosphorylation. Rapid nuclear exit of NFATC is thought to be one mechanism by which cells distinguish between sustained and transient calcium signals. The subcellular localization of NFATC plays a key role in the regulation of gene transcription (PubMed:16511445). Nuclear translocation of NFATC1 is enhanced in the presence of TNFSF11. Nuclear translocation is decreased in the presence of FBN1 which can bind and sequester TNFSF11 (By similarity). {ECO:0000250|UniProtKB:O88942, ECO:0000269|PubMed:16511445}.	chromatin [GO:0000785]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; nuclear body [GO:0016604]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; transcription regulator complex [GO:0005667]
P11274	P11274	reviewed	BCR_HUMAN	Breakpoint cluster region protein (EC 2.7.11.1) (Renal carcinoma antigen NY-REN-26)	BCR BCR1 D22S11	Homo sapiens (Human)	SUBCELLULAR LOCATION: Postsynaptic density {ECO:0000250|UniProtKB:Q6PAJ1}. Cell projection, dendritic spine {ECO:0000250|UniProtKB:Q6PAJ1}. Cell projection, axon {ECO:0000250|UniProtKB:Q6PAJ1}. Synapse {ECO:0000250|UniProtKB:F1LXF1}.	axon [GO:0030424]; cytosol [GO:0005829]; dendritic spine [GO:0043197]; extracellular exosome [GO:0070062]; glutamatergic synapse [GO:0098978]; membrane [GO:0016020]; plasma membrane [GO:0005886]; postsynaptic density [GO:0014069]; protein-containing complex [GO:0032991]; Schaffer collateral - CA1 synapse [GO:0098685]
P52564	P52564	reviewed	MP2K6_HUMAN	Dual specificity mitogen-activated protein kinase kinase 6 (MAP kinase kinase 6) (MAPKK 6) (EC 2.7.12.2) (MAPK/ERK kinase 6) (MEK 6) (Stress-activated protein kinase kinase 3) (SAPK kinase 3) (SAPKK-3) (SAPKK3)	MAP2K6 MEK6 MKK6 PRKMK6 SKK3	Homo sapiens (Human)	SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:9768359}. Cytoplasm {ECO:0000269|PubMed:9768359}. Cytoplasm, cytoskeleton {ECO:0000269|PubMed:9768359}. Note=Binds to microtubules.	cytoskeleton [GO:0005856]; cytosol [GO:0005829]; nucleoplasm [GO:0005654]
P57771	P57771	reviewed	RGS8_HUMAN	Regulator of G-protein signaling 8 (RGS8)	RGS8	Homo sapiens (Human)	SUBCELLULAR LOCATION: Cell membrane {ECO:0000250|UniProtKB:P49804}; Peripheral membrane protein {ECO:0000250|UniProtKB:P49804}; Cytoplasmic side {ECO:0000250|UniProtKB:P49804}. Membrane {ECO:0000250|UniProtKB:P49804}; Peripheral membrane protein {ECO:0000250|UniProtKB:P49804}; Cytoplasmic side {ECO:0000250|UniProtKB:P49804}. Perikaryon {ECO:0000250|UniProtKB:P49804}. Cell projection, dendrite {ECO:0000250|UniProtKB:P49804}. Nucleus {ECO:0000250|UniProtKB:P49804}. Note=Detected in Purkinje cell soma and dendrites. Associated with Purkinje cell membranes. Not detected in Purkinje cell nuclei. Detected in the nucleus after heterologous expression. Recruited to the cell membrane in the presence of GNAO1. {ECO:0000250|UniProtKB:P49804}.	dendrite [GO:0030425]; extrinsic component of cytoplasmic side of plasma membrane [GO:0031234]; neuronal cell body membrane [GO:0032809]; nucleus [GO:0005634]; perikaryon [GO:0043204]; plasma membrane [GO:0005886]; synapse [GO:0045202]
P58294	P58294	reviewed	PROK1_HUMAN	Prokineticin-1 (Endocrine-gland-derived vascular endothelial growth factor) (EG-VEGF) (Mambakine)	PROK1 UNQ600/PRO1186	Homo sapiens (Human)	SUBCELLULAR LOCATION: Secreted.	extracellular region [GO:0005576]
Q06520	Q06520	reviewed	ST2A1_HUMAN	Sulfotransferase 2A1 (ST2A1) (EC 2.8.2.2) (Bile salt sulfotransferase) (EC 2.8.2.14) (Dehydroepiandrosterone sulfotransferase) (DHEA-ST) (DHEA-ST8) (Hydroxysteroid Sulfotransferase) (HST) (ST2) (SULT2A3)	SULT2A1 HST STD	Homo sapiens (Human)	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:2268288}.	cytoplasm [GO:0005737]; cytosol [GO:0005829]
Q6UB28	Q6UB28	reviewed	MAP12_HUMAN	Methionine aminopeptidase 1D, mitochondrial (MAP 1D) (MetAP 1D) (EC 3.4.11.18) (Methionyl aminopeptidase type 1D, mitochondrial) (Peptidase M 1D)	METAP1D MAP1D	Homo sapiens (Human)	SUBCELLULAR LOCATION: Mitochondrion {ECO:0000255|HAMAP-Rule:MF_03174, ECO:0000269|PubMed:14532271}.	mitochondrion [GO:0005739]
Q6UXK5	Q6UXK5	reviewed	LRRN1_HUMAN	Leucine-rich repeat neuronal protein 1 (Neuronal leucine-rich repeat protein 1) (NLRR-1)	LRRN1 KIAA1497 Nbla10449 UNQ693/PRO1338	Homo sapiens (Human)	SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Single-pass type I membrane protein {ECO:0000305}.	extracellular matrix [GO:0031012]; extracellular space [GO:0005615]; membrane [GO:0016020]
Q969V3	Q969V3	reviewed	NCLN_HUMAN	Nicalin (Nicastrin-like protein)	NCLN	Homo sapiens (Human)	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000269|PubMed:15257293, ECO:0000269|PubMed:20538592}; Single-pass membrane protein {ECO:0000269|PubMed:15257293, ECO:0000269|PubMed:20538592}.	endoplasmic reticulum membrane [GO:0005789]; membrane [GO:0016020]; protein-containing complex [GO:0032991]
Q96LC7	Q96LC7	reviewed	SIG10_HUMAN	Sialic acid-binding Ig-like lectin 10 (Siglec-10) (Siglec-like protein 2)	SIGLEC10 SLG2 UNQ477/PRO940	Homo sapiens (Human)	SUBCELLULAR LOCATION: [Isoform 1]: Cell membrane; Single-pass type I membrane protein.; SUBCELLULAR LOCATION: [Isoform 2]: Cell membrane; Single-pass type I membrane protein.; SUBCELLULAR LOCATION: [Isoform 3]: Cell membrane; Single-pass type I membrane protein.; SUBCELLULAR LOCATION: [Isoform 4]: Cell membrane; Single-pass type I membrane protein.; SUBCELLULAR LOCATION: [Isoform 5]: Secreted.	extracellular region [GO:0005576]; plasma membrane [GO:0005886]
Q9HCU5	Q9HCU5	reviewed	PREB_HUMAN	Prolactin regulatory element-binding protein (Mammalian guanine nucleotide exchange factor mSec12)	PREB SEC12	Homo sapiens (Human)	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000250|UniProtKB:Q9WTV0}; Single-pass membrane protein {ECO:0000250|UniProtKB:Q9WTV0}. Nucleus {ECO:0000250|UniProtKB:Q9WTV0}. Note=Concentrates at endoplasmic reticulum exit sites (ERES), also known as transitional endoplasmic reticulum (tER). {ECO:0000269|PubMed:25202031, ECO:0000269|PubMed:28442536}.	endoplasmic reticulum exit site [GO:0070971]; endoplasmic reticulum membrane [GO:0005789]; membrane [GO:0016020]; nucleus [GO:0005634]
Q9NRM6	Q9NRM6	reviewed	I17RB_HUMAN	Interleukin-17 receptor B (IL-17 receptor B) (IL-17RB) (Cytokine receptor-like 4) (IL-17 receptor homolog 1) (IL-17Rh1) (IL17Rh1) (Interleukin-17B receptor) (IL-17B receptor)	IL17RB CRL4 EVI27 IL17BR UNQ2501/PRO19612	Homo sapiens (Human)	SUBCELLULAR LOCATION: [Isoform 1]: Cell membrane; Single-pass type I membrane protein.; SUBCELLULAR LOCATION: [Isoform 2]: Secreted.	extracellular region [GO:0005576]; intracellular membrane-bounded organelle [GO:0043231]; membrane [GO:0016020]; plasma membrane [GO:0005886]
Q9NZN5	Q9NZN5	reviewed	ARHGC_HUMAN	Rho guanine nucleotide exchange factor 12 (Leukemia-associated RhoGEF)	ARHGEF12 KIAA0382 LARG	Homo sapiens (Human)	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000305}. Membrane {ECO:0000305}. Note=Translocated to the membrane upon stimulation. {ECO:0000305}.	cytoplasm [GO:0005737]; cytosol [GO:0005829]; extracellular exosome [GO:0070062]; membrane [GO:0016020]
O00253	O00253	reviewed	AGRP_HUMAN	Agouti-related protein	AGRP AGRT ART	Homo sapiens (Human)	SUBCELLULAR LOCATION: Secreted {ECO:0000269|PubMed:15927146}. Golgi apparatus lumen {ECO:0000269|PubMed:15927146}.	extracellular space [GO:0005615]; Golgi lumen [GO:0005796]; neuronal cell body [GO:0043025]
